X1,X2,mu,Y
0.9918987223701832,0.8420176409286037,0.9999999999930688,1
0.4696588110635371,0.0914297949935667,0.9979345714841906,1
0.7614448251142737,0.8245484568345015,0.999979820725016,1
0.8666185426000345,0.6553848738532654,0.9619587393494649,1
0.395101091716019,0.766530166095189,0.236259731993699,0
0.0245218563233473,0.5575548720433837,3.859866985447979e-18,0
0.0022999198008104,0.75233647263778,4.105773860013505e-07,0
0.5790372320397424,0.347141360507191,0.124567098254445,0
0.5291404804488866,0.5746001647577539,0.0006486148968,0
0.1377893386298131,0.7198263376477539,1.1916314183394828e-05,0
0.0515963963599713,0.8147266645709885,0.0007125889280009,0
0.5177152654549684,0.8814271530029757,0.9974895959843804,1
